Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Prendario;Nombre corto del Préstamo Prendario;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Relación monto/tasación (%);Destino de los fondos;Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIO;PRENDARIO;Pesos;57000000;1000000;60;310000;3;70;40,00;45,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 9 A 10 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIOUVA;PRENDARIOUVA;UVA;57000000;1000000;60;310000;3;70;40,00;50,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;36,00;Fija;45,00;38396,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 7 A 8 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPERSONALPRENDARIO 2.0;PRENDARIO2.0;Pesos;57000000;1000000;60;310000;3;70;40,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 2 A 3 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPERSONALPRENDARIO 2.0;PRENDARIO2.0;Pesos;57000000;1000000;60;310000;3;70;40,00;45,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 9 A 10 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIO;PRENDARIO;Pesos;57000000;1000000;60;310000;3;70;40,00;80,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 1 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIO;PRENDARIO;Pesos;57000000;1000000;60;310000;3;70;40,00;65,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 4 A 6 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIO;PRENDARIO;Pesos;57000000;1000000;60;310000;3;70;40,00;50,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 7 A 8 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIOUVA;PRENDARIOUVA;UVA;57000000;1000000;60;310000;3;70;40,00;45,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;36,00;Fija;45,00;38396,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 9 A 10 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIOUVA;PRENDARIOUVA;UVA;57000000;1000000;60;310000;3;70;40,00;80,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;5,00;34,00;Fija;43,00;37604,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 0
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIOUVA;PRENDARIOUVA;UVA;57000000;1000000;60;310000;3;70;40,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;36,00;Fija;45,00;38396,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 2 A 3 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPERSONALPRENDARIO 2.0;PRENDARIO2.0;Pesos;57000000;1000000;60;310000;3;70;40,00;80,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 1  ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPERSONALPRENDARIO 2.0;PRENDARIO2.0;Pesos;57000000;1000000;60;310000;3;70;40,00;65,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 4 A 6 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIOUVA;PRENDARIOUVA;UVA;57000000;1000000;60;310000;3;70;40,00;65,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;36,00;Fija;45,00;38396,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 4 A 6 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIO;PRENDARIO;Pesos;57000000;1000000;60;310000;3;70;40,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 2 A 3 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPERSONALPRENDARIO 2.0;PRENDARIO2.0;Pesos;57000000;1000000;60;310000;3;70;40,00;80,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;80,00;Fija;102,00;63329,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 0
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPERSONALPRENDARIO 2.0;PRENDARIO2.0;Pesos;57000000;1000000;60;310000;3;70;40,00;50,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;88,00;Fija;114,00;67929,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 7 A 8 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIOUVA;PRENDARIOUVA;UVA;57000000;1000000;60;310000;3;70;40,00;80,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;36,00;Fija;45,00;38396,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 1 ANIOS
7;BANCO DE GALICIA Y BUENOS AIRES S.A.;2026-02-23;PRESTAMOPRENDARIO;PRENDARIO;Pesos;57000000;1000000;60;310000;3;70;40,00;80,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;5,00;80,00;Fija;102,00;63329,00;Todo el territorio nacional;ANTIGUEDAD PRENDA 0
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-01;TASA OPORTUNIDAD;TASA OPORTUNIDAD;Pesos;130000000;10000;60;420000;0;70;30,00;69,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;5,00;67,97;Fija;64,13;5701,00;Todo el territorio nacional;CAMPO 14: LA CANCELACION ANTICIPADA TENDRA UN RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO AL TIEMPO DE LA CANCELACION ANTICIPADA. CUANDO AL MOMENTO DE EFECTUARLA LA CANCELACION HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR, NO SE COBRARA EL RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO.
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-01;TASA OPORTUNIDAD;TASA OPORTUNIDAD;Pesos;130000000;10000;60;420000;0;70;30,00;69,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;5,00;67,97;Fija;64,13;5701,00;Todo el territorio nacional;CAMPO 14: LA CANCELACION ANTICIPADA TENDRA UN RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO AL TIEMPO DE LA CANCELACION ANTICIPADA. CUANDO AL MOMENTO DE EFECTUARLA LA CANCELACION HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR, NO SE COBRARA EL RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO.
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-01;TASA OPORTUNIDAD;TASA OPORTUNIDAD;Pesos;130000000;10000;60;420000;0;70;30,00;69,00;Adquisición automotores 0 km;Beneficiarios de cuentas de la seguridad social;5,00;67,97;Fija;64,13;5701,00;Todo el territorio nacional;CAMPO 14: LA CANCELACION ANTICIPADA TENDRA UN RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO AL TIEMPO DE LA CANCELACION ANTICIPADA. CUANDO AL MOMENTO DE EFECTUARLA LA CANCELACION HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR, NO SE COBRARA EL RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO.
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-01;TASA OPORTUNIDAD;TASA OPORTUNIDAD;Pesos;130000000;10000;60;420000;0;70;30,00;69,00;Adquisición automotores 0 km;Empleados públicos;5,00;67,97;Fija;64,13;5701,00;Todo el territorio nacional;CAMPO 14: LA CANCELACION ANTICIPADA TENDRA UN RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO AL TIEMPO DE LA CANCELACION ANTICIPADA. CUANDO AL MOMENTO DE EFECTUARLA LA CANCELACION HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR, NO SE COBRARA EL RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO.
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-01;TASA OPORTUNIDAD;TASA OPORTUNIDAD;Pesos;130000000;10000;60;420000;0;70;30,00;69,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;5,00;67,97;Fija;64,13;5701,00;Todo el territorio nacional;CAMPO 14: LA CANCELACION ANTICIPADA TENDRA UN RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO AL TIEMPO DE LA CANCELACION ANTICIPADA. CUANDO AL MOMENTO DE EFECTUARLA LA CANCELACION HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR, NO SE COBRARA EL RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO.
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-01;TASA OPORTUNIDAD;TASA OPORTUNIDAD;Pesos;130000000;10000;60;420000;18;70;30,00;69,00;Adquisición automotores 0 km;Personas humanas Monotributistas;5,00;67,97;Fija;64,13;5701,00;Todo el territorio nacional;CAMPO 14: LA CANCELACION ANTICIPADA TENDRA UN RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO AL TIEMPO DE LA CANCELACION ANTICIPADA. CUANDO AL MOMENTO DE EFECTUARLA LA CANCELACION HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR, NO SE COBRARA EL RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO.
15;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.;2026-04-01;TASA OPORTUNIDAD;TASA OPORTUNIDAD;Pesos;130000000;10000;60;420000;18;70;30,00;69,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;5,00;67,97;Fija;64,13;5701,00;Todo el territorio nacional;CAMPO 14: LA CANCELACION ANTICIPADA TENDRA UN RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO AL TIEMPO DE LA CANCELACION ANTICIPADA. CUANDO AL MOMENTO DE EFECTUARLA LA CANCELACION HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR, NO SE COBRARA EL RECARGO EQUIVALENTE AL 5 POR CIENTO DEL SALDO ADEUDADO.
17;BANCO BBVA ARGENTINA S.A.;2026-01-14;PRESTAMO PRENDARIO TRADICIONAL MOTO 0KM;TRADICIONAL MOTO 0KM;Pesos;46000000;40000;60;0;1;75;60,00;85,00;Adquisición de motocicletas;Personas humanas en relación de dependencia;5,00;60,00;Fija;79,59;57667,00;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $12.91000, MONTO DEL PRESTAMO $10362350 COBERTURA LA CAJA SEGUROS TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $56979CUOTA INICIAL INCLUYE SEGURO DE AUTO POR COBERTURA INDICADA.
17;BANCO BBVA ARGENTINA S.A.;2026-01-14;PRESTAMO PRENDARIO UVA AUTO 0KM;UVA AUTO 0KM;UVA;40000000;40000;48;0;1;75;60,00;80,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;5,00;28,00;Fija;31,86;83858,00;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $24000000, MONTO DEL PRESTAMO $19.200.000 COBERTURA LA CAJA SEGUROS TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $83427 CUOTA INICIAL INCLUYE SEGURO DE AUTO POR COBERTURA INDICADA.
17;BANCO BBVA ARGENTINA S.A.;2026-01-14;PRESTAMO PRENDARIO TRADICIONAL AUTO 0KM;TRADICIONAL AUTO 0KM;Pesos;55000000;40000;60;0;1;75;60,00;80,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;5,00;53,00;Fija;67,97;84040,00;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $24000000, MONTO DEL PRESTAMO $19.200.000 COBERTURA LA CAJA SEGUROS TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $83427 CUOTA INICIAL INCLUYE SEGURO DE AUTO POR COBERTURA INDICADA.
17;BANCO BBVA ARGENTINA S.A.;2026-01-14;PRESTAMO PRENDARIO UVA MOTO 0KM;UVA MOTO 0KM;UVA;40000000;40000;48;0;1;75;60,00;80,00;Adquisición de motocicletas;Personas humanas en relación de dependencia;5,00;29,00;Fija;33,18;57415,00;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $12.91000, MONTO DEL PRESTAMO $10362350 COBERTURA LA CAJA SEGUROS TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $56979CUOTA INICIAL INCLUYE SEGURO DE AUTO POR COBERTURA INDICADA.
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;UVA;85250000;350000;60;341000;12;75;25,00;75,00;Adquisición de automotores usados;Personas humanas en relación de dependencia;4,00;49,65;Fija;49,81;15,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;Pesos;85250000;350000;60;341000;12;75;30,00;75,00;Adquisición automotores 0 km;Personas humanas Monotributistas;4,00;125,30;Fija;165,43;84820,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;UVA;85250000;350000;60;341000;12;75;25,00;75,00;Adquisición de automotores usados;Personas humanas Monotributistas;4,00;49,65;Fija;49,81;15,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;Pesos;85250000;350000;60;341000;12;75;30,00;75,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;4,00;125,30;Fija;165,43;84820,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;Pesos;85250000;350000;60;341000;12;75;30,00;75,00;Adquisición de automotores usados;Personas humanas Monotributistas;4,00;125,30;Fija;165,43;84820,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;UVA;85250000;350000;60;341000;12;75;25,00;75,00;Adquisición automotores 0 km;Personas humanas Monotributistas;4,00;49,65;Fija;49,81;15,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;UVA;85250000;350000;60;341000;12;75;25,00;75,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;4,00;49,65;Fija;49,81;15,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;Pesos;85250000;350000;60;341000;18;75;30,00;75,00;Adquisición de automotores usados;Personas humanas Responsables Inscriptos;4,00;125,30;Fija;165,43;84820,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;UVA;85250000;350000;60;341000;12;75;25,00;75,00;Adquisición automotores 0 km;Empleados públicos;4,00;49,65;Fija;49,81;15,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;Pesos;85250000;350000;60;341000;12;75;30,00;75,00;Adquisición automotores 0 km;Empleados públicos;4,00;125,30;Fija;165,43;84820,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;Pesos;85250000;350000;60;341000;18;75;30,00;75,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;4,00;125,30;Fija;165,43;84820,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;UVA;85250000;350000;60;341000;18;75;25,00;75,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;4,00;49,65;Fija;49,81;15,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;UVA;85250000;350000;60;341000;18;75;25,00;75,00;Adquisición de automotores usados;Personas humanas Responsables Inscriptos;4,00;49,65;Fija;49,81;15,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;Pesos;85250000;350000;60;341000;12;75;30,00;75,00;Adquisición de automotores usados;Empleados públicos;4,00;125,30;Fija;165,43;84820,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;UVA;85250000;350000;60;341000;12;75;25,00;75,00;Adquisición de automotores usados;Empleados públicos;4,00;49,65;Fija;49,81;15,00;Todo el territorio nacional;0
27;BANCO SUPERVIELLE S.A.;2026-02-20;PRESTAMO PRENDARIO;PRENDARIOS;Pesos;85250000;350000;60;341000;12;75;30,00;75,00;Adquisición de automotores usados;Personas humanas en relación de dependencia;4,00;125,30;Fija;165,43;84820,00;Todo el territorio nacional;0
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-01-23;CIUDAD TAXI O REMISES CABA;CIUDAD TAXI O REMISES;Pesos;28000000;1;48;0;12;75;30,00;70,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;4,84;63,21;Fija;71,63;528,00;Ciudad Autónoma de Buenos Aires;ADQUI DE OKM ELECTRICOS O HIBRIDOS
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-01-23;CIUDAD TAXI O REMISES CABA;CIUDAD TAXI O REMISES;Pesos;28000000;1;48;0;12;75;30,00;70,00;Adquisición automotores 0 km;Personas humanas Monotributistas;4,84;63,21;Fija;71,63;528,00;Ciudad Autónoma de Buenos Aires;ADQUI DE OKM ELECTRICOS O HIBRIDOS
45;BANCO DE SAN JUAN S.A.;2026-04-06;PRESTAMOS PRENDARIOS UVA;PREND UVA;UVA;50000000;1;60;322000;0;83;70,00;70,00;Adquisición de automotores usados;Empleados públicos;,00;20,75;Fija;35,77;123243,00;Todo el territorio nacional;
45;BANCO DE SAN JUAN S.A.;2026-04-06;PRESTAMOS PRENDARIOS;PREST PREND.;Pesos;50000000;1;60;322000;0;83;70,00;90,00;Adquisición automotores 0 km;Empleados públicos;,00;58,57;Fija;85,39;156520,00;Todo el territorio nacional;
45;BANCO DE SAN JUAN S.A.;2026-04-06;PRESTAMOS PRENDARIOS;PREST PREND.;Pesos;50000000;1;60;322000;0;83;70,00;70,00;Adquisición de automotores usados;Empleados públicos;,00;58,57;Fija;85,39;156520,00;Todo el territorio nacional;
45;BANCO DE SAN JUAN S.A.;2026-04-06;PRESTAMOS PRENDARIOS UVA;PREND UVA;UVA;50000000;1;60;322000;0;83;70,00;90,00;Adquisición automotores 0 km;Empleados públicos;,00;20,75;Fija;35,77;123243,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO;SUPER PRESTAMO PRENDARIO;Pesos;57000000;2000000;60;810000;6;100;30,00;85,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;,05;106,99;Fija;139,84;642,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO UVAS;SUPER P PRENDARIO UVAS;UVA;57000000;2000000;48;810000;6;100;30,00;80,00;Adquisición de automotores usados;Empleados públicos;,05;61,65;Fija;78,38;478,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO;SUPER PRESTAMO PRENDARIO;Pesos;57000000;2000000;60;810000;6;100;30,00;85,00;Adquisición de automotores usados;Personas humanas en relación de dependencia;,05;106,99;Fija;139,84;642,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO;SUPER PRESTAMO PRENDARIO;Pesos;57000000;2000000;60;810000;6;100;30,00;85,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;,05;106,99;Fija;139,84;642,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO;SUPER PRESTAMO PRENDARIO;Pesos;57000000;2000000;60;810000;6;100;30,00;85,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;,05;106,99;Fija;139,84;642,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO UVAS;SUPER P PRENDARIO UVAS;UVA;57000000;2000000;48;810000;6;100;30,00;80,00;Adquisición de automotores usados;Personas humanas Responsables Inscriptos;,05;61,65;Fija;78,38;478,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO UVAS;SUPER P PRENDARIO UVAS;UVA;57000000;2000000;48;810000;6;100;30,00;80,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;,05;61,65;Fija;78,38;478,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO;SUPER PRESTAMO PRENDARIO;Pesos;57000000;2000000;60;810000;6;100;30,00;85,00;Adquisición de automotores usados;Empleados públicos;,05;106,99;Fija;139,84;642,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO;SUPER PRESTAMO PRENDARIO;Pesos;57000000;2000000;60;810000;6;100;30,00;85,00;Adquisición de automotores usados;Personas humanas Monotributistas;,05;106,99;Fija;139,84;642,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO UVAS;SUPER P PRENDARIO UVAS;UVA;57000000;2000000;48;810000;6;100;30,00;80,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;,05;61,65;Fija;78,38;478,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO;SUPER PRESTAMO PRENDARIO;Pesos;57000000;2000000;60;810000;6;100;30,00;85,00;Adquisición de automotores usados;Personas humanas Responsables Inscriptos;,05;106,99;Fija;139,84;642,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO UVAS;SUPER P PRENDARIO UVAS;UVA;57000000;2000000;48;810000;6;100;30,00;80,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;,05;61,65;Fija;78,38;478,00;Todo el territorio nacional;
72;BANCO SANTANDER ARGENTINA S.A.;2026-01-06;SUPER PRESTAMO PRENDARIO;SUPER PRESTAMO PRENDARIO;Pesos;57000000;2000000;60;810000;6;100;30,00;85,00;Adquisición automotores 0 km;Personas humanas Monotributistas;,05;106,99;Fija;139,84;642,00;Todo el territorio nacional;
