Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Clientes que acrediten sueldos en la entidad;5,00;107,05;Fija;139,94;76340,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Responsables Inscriptos;5,00;107,05;Fija;139,94;76340,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Responsables Inscriptos;5,00;107,05;Fija;142,15;76340,00;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Clientes con cuenta en la entidad;5,00;107,05;Fija;142,60;76340,00;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Empleados públicos;5,00;107,05;Fija;139,94;76340,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Clientes que acrediten sueldos en la entidad;5,00;107,05;Fija;142,15;76340,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Empleados públicos;5,00;107,05;Fija;142,15;76340,00;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Beneficiarios de cuentas de la seguridad social;5,00;107,05;Fija;139,94;76340,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Clientes con cuenta en la entidad;5,00;107,05;Fija;142,15;76340,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-04-09;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Personas humanas en relación de dependencia;5,00;107,05;Fija;142,15;76340,00;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 999.999 SI SE SOLICITA POR CANALES ELECTRONICOS.
