codigo_entidad,nombre_banco,tipo_entidad,A C T I V O,ACTIVOS INTANGIBLES,ADELANTOS,AJUSTES NIIF,BIENES DIVERSOS,CAJA DE AHORROS,"CAPITAL, APORTES, RESERVAS Y ORI ACUMULADO",CARGO POR INCOBRABILIDAD,COBROS NO APLICADOS,CONTINGENTES ACREEDORAS,CONTINGENTES DEUDORAS,CREDITO POR ARRENDAMIENTO FINANCIERO,CRÉDITOS DIVERSOS,CRÉDITOS IRRECUPERABLES EN PARTIDAS FUERA DEL BALANCE,CRÉDITOS RECUPERADOS Y PREVISIONES DESAFECTADAS,CUENTAS CORRIENTES,DE ACTIVIDAD FIDUCIARIA DEUDORAS,DE CONTROL ACREEDORAS,DE CONTROL DEUDORAS,DE DERIVADOS ACREEDORAS,DE DERIVADOS DEUDORAS,DEPÓSITOS,DETERIORO DE VALOR,"DOC A SOLA FIRMA, DESCONT. Y COMPRADOS",EFECTIVO Y DEPOSITO EN BANCOS,EGRESOS FINANCIEROS,EGRESOS POR SERVICIOS,EN ENTIDADES FINANCIERAS,FILIALES EN EL EXTERIOR,GASTOS DE ADMINISTRACIÓN,HIPOTECARIOS,IMPUESTO A LAS GANANCIAS,INGRESOS FINANCIEROS,INGRESOS POR SERVICIOS,INTERESES DOCUMENTADOS,INTERESES Y DIF. COTIZ. DEVENG. A COBRAR,INTERESES Y DIF. COTIZ. DEVENG. A PAGAR,OBLIGACIONES DIVERSAS,OBLIGACIONES SUBORDINADAS,OTRAS,OTRAS OBLIG.POR INTERMED. FINANC.,OTRO RESULTADO INTEGRAL,OTROS,OTROS CRED.POR INTERM.FINAN.,OTROS EGRESOS FINANCIEROS,OTROS INGRESOS FINANCIEROS,P A S I V O,P A T R I M O N I O N E T O,PART. EN OTRAS SOCIEDADES,PARTIDAS PEND. DE IMPUTACIÓN,PARTIDAS PENDIENTES DE IMPUTACIÓN,PERSONALES,PLAZO FIJO E INVERSIONES A PLAZO,POR INTERESES,PRENDARIOS,PREVISIONES,"PROPIEDAD, PLANTAS Y EQUIPO",PROVISIONES,PRÉSTAMOS,R D O S. I N T E G R A L E S A C U M. D E L P E R I O D O,RESULTADO MONETARIO,RESULTADOS NO ASIGNADOS,SECTOR FINANCIERO,SECTOR PRIVADO NO FINANCIERO Y RESIDENTES EN EL EXT.,SECTOR PÚBLICO NO FINANCIERO,TÍTULOS PÚBLICOS Y PRIVADOS,C.CAC.Sit.1: En situación normal (%),C.CAC.Sit.2: Riesgo bajo (%),C.CAC.Sit.3: Riesgo medio (%),C.CAC.Sit.4: Riesgo alto (%),C.CAC.Sit.5: Irrecuperable (%),C.CAC.TOTAL GARANTIZADO - Garantías Preferidas A y B (%),C.COM.Sit.1: En situación normal (%),C.COM.Sit.2: Con seguimiento especial (%),C.COM.Sit.3: Con problemas (%),C.COM.Sit.4: Con alto riesgo de insolvencia (%),C.COM.Sit.5: Irrecuperable (%),C.COM.TOTAL GARANTIZADO - Garantías Preferidas A y B (%),C.CON.Sit.1: En situación normal (%),C.CON.Sit.2: Riesgo bajo (%),C.CON.Sit.3: Riesgo medio (%),C.CON.Sit.4: Riesgo alto (%),C.CON.Sit.5: Irrecuperable (%),C.CON.TOTAL GARANTIZADO - Garantías Preferidas A y B (%),CARTERA COMERCIAL ($),CARTERA COMERCIAL ASIMILABLE A CONSUMO ($),CARTERA DE CONSUMO O VIVIENDA ($),Previsiones por riesgo de incobrabilidad constituídas,TF.Sit.1: En situación normal (%),TF.Sit.2: Con seguimiento especial/Riesgo bajo (%),TF.Sit.3: Con problemas/Riesgo medio (%),TF.Sit.4: Con alto riesgo de insolvencia/Riesgo alto (%),TF.Sit.5: Irrecuperable (%),TOTAL DE FINANCIACIONES Y GARANTIAS OTORGADAS ($),TOTAL GARANTIZADO - Garantías Preferidas A y B (%),Total cartera sobre financiaciones (%),Cantidad de Cuentas,Cantidad de Empresas,Cantidad de cajas de ahorro de ayuda social,Cantidad de cuentas corrientes,Cantidad de cuentas de ahorro,Cantidad de cuentas previsionales,Cantidad de operaciones a plazo fijo Empresas,Cantidad de operaciones a plazo fijo Individuos,Cantidad de operaciones por otros préstamos,Cantidad de operaciones por préstamos hipotecarios,Cantidad de operaciones por préstamos prendarios,Cantidad de tarjetas de crédito (plásticos),Cantidad de tarjetas de débito,Cantidad de titulares por tarjetas de crédito,Dotación de personal,hipoteca_uva,hipoteca_tea_max,hipoteca_monto_max,hipoteca_plazo_max,hipoteca_n_productos,ofrece_hipoteca,personal_tea_max,personal_monto_max,personal_plazo_max,personal_n_productos,ofrece_personal,prendario_tea_max,prendario_monto_max,prendario_n_productos,ofrece_prendario,pfijo_uva,pfijo_tea_min,pfijo_monto_min,pfijo_n_productos,ofrece_pfijo,paquete_tiene_premium,paquete_comision_min,paquete_comision_max,paquete_n_productos,ofrece_paquete,tarjeta_tea_financiacion,tarjeta_tea_adelanto,tarjeta_tiene_premium,tarjeta_comision_admin_min,tarjeta_n_productos,ofrece_tarjeta,caja_apertura_simplificada,n_productos_ofrecidos
00044,BANCO HIPOTECARIO S.A.,publico,1362708198.0,1720364.0,2986647.0,-590866.0,6499528.0,103577270.0,153627130.0,-4987301.0,-4833.0,159712483.0,134961558.0,1541941.0,9295902.0,54291015.0,1737955.0,710663612.0,93486019.0,1147403.0,2215620471.0,16486318.0,11001248.0,999652775.0,,10888627.0,97318901.0,-674397772.0,-15400366.0,5703609.0,,-93343939.0,5344343.0,-3771355.0,886950236.0,41603867.0,-2403621.0,36536862.0,8077100.0,38099973.0,,59158780.0,111306936.0,,78006422.0,855776498.0,-69704983.0,378637863.0,1152515856.0,210192342.0,64862389.0,110911.0,458357.0,7642793.0,142346792.0,508312373.0,14832.0,-4805720.0,39184370.0,2997815.0,134029588.0,56565212.0,-87697479.0,56565212.0,413975.0,138421206.0,127.0,152367806.0,99.92,0.01,0.07,0.0,0.01,55.2,94.21,0.0,0.0,0.01,5.79,8.02,95.32,1.82,1.0,1.04,0.82,37.58,35354.0,15196.62,95446.55,4831.83,95.53,1.19,0.66,0.68,1.94,145997.17,32.26,24.22,78689.0,4195.0,28946.0,6817.0,753984.0,,385.0,88496.0,396510.0,8753.0,4.0,463382.0,1024756.0,390184.0,1560.0,1,13.24,250000000.0,180.0,6.0,1,16.08,100000000.0,72.0,5.0,1,,,,0,1,24.98,100.0,18.0,1,1,0.0,1787.17,12.0,1,172.36,172.36,1,10103.6,7.0,1,0,5
00045,BANCO DE SAN JUAN S.A.,publico,415317331.0,7364848.0,8076501.0,-1430985.0,16683932.0,86808748.0,80746663.0,-1809979.0,-362.0,54366438.0,24610396.0,1645040.0,19047962.0,725633.0,985778.0,7727190.0,12356573.0,1946518.0,158692666.0,2513600.0,156006561.0,248973302.0,,18729588.0,25873160.0,-135520054.0,-6128289.0,,,-39865620.0,1907311.0,-31135475.0,284273452.0,10679656.0,-969286.0,2461612.0,2286262.0,38302384.0,,,12007180.0,,12360591.0,38767737.0,-14320212.0,164052197.0,299441389.0,115875942.0,,589.0,1305.0,8812070.0,38300600.0,120221255.0,1062344.0,-723348.0,32516395.0,157218.0,59979794.0,35129279.0,-46731788.0,35129279.0,9693758.0,51009384.0,111647012.0,213437874.0,99.42,0.18,0.14,0.18,0.08,21.1,99.76,0.0,0.24,0.0,0.0,3.55,96.87,0.92,0.98,1.0,0.22,0.31,71303.49,13748.38,19921.85,771.34,99.17,0.2,0.37,0.21,0.05,104973.71,5.24,67.93,64765.0,692.0,103848.0,28732.0,570120.0,154560.0,291.0,21405.0,180695.0,17.0,67.0,123442.0,339848.0,94870.0,567.0,1,12.68,335970000.0,240.0,3.0,1,158.06,50000000.0,72.0,1.0,1,20.75,50000000.0,4.0,1,1,23.75,5000.0,6.0,1,0,33113.0,33113.0,1.0,1,108.9,108.9,0,10350.0,1.0,1,1,6
00065,BANCO MUNICIPAL DE ROSARIO,publico,145804940.0,2761865.0,2394660.0,463773.0,955234.0,26020555.0,27628488.0,-1086717.0,,48101281.0,42583567.0,1822559.0,2261812.0,443029.0,57890.0,5333471.0,,354199.0,33720028.0,,14263904.0,95902959.0,,17538920.0,25268746.0,-48082871.0,-4933422.0,,,-23581740.0,688191.0,-5940726.0,101008686.0,7612277.0,-247963.0,3726164.0,2036581.0,10072077.0,,533291.0,6561976.0,,13298872.0,16827563.0,-4250922.0,18561108.0,113918957.0,31885983.0,533291.0,,,13508408.0,39081229.0,82447578.0,288255.0,-813790.0,9122683.0,1381945.0,50849927.0,4257495.0,-20646362.0,4257495.0,417.0,51659280.0,4020.0,35401260.0,97.68,1.6,0.35,0.29,0.07,14.57,100.0,,,,,10.05,97.46,0.88,0.59,0.67,0.4,1.08,15939.99,10412.6,28635.48,843.94,98.24,0.76,0.37,0.4,0.22,54988.07,6.24,28.99,22040.0,370.0,39952.0,3205.0,243460.0,87782.0,9259.0,19688.0,102056.0,53.0,5057.0,144304.0,102452.0,60882.0,435.0,1,4.28,100000000.0,240.0,5.0,1,117.01,50000000.0,60.0,5.0,1,,,,0,0,28.08,1000.0,2.0,1,0,,,,0,123.2,123.2,0,14375.0,1.0,1,1,4
00072,BANCO SANTANDER ARGENTINA S.A.,extranjero,8578333584.0,145393948.0,94123162.0,789992.0,85336903.0,3174686020.0,1175041623.0,-126996347.0,-299276.0,4870880440.0,1064501158.0,,402224010.0,54648980.0,11452973.0,1127448786.0,,67269471.0,13761995204.0,1616967.0,20159531.0,6002501637.0,,514197136.0,1774525077.0,-2630817515.0,-226404961.0,5711788.0,,-612325307.0,5402386.0,-215668708.0,4492081796.0,452467444.0,-28535689.0,249659559.0,126768798.0,410515274.0,132526193.0,65832212.0,502358927.0,44724150.0,1198819997.0,2194268614.0,-462143806.0,721083942.0,7095526790.0,1482806794.0,71544000.0,514775.0,2834236.0,164465249.0,1345455096.0,3770997854.0,396869445.0,-96946302.0,336067449.0,44790523.0,2503167000.0,351468461.0,-763641622.0,307765171.0,2516183.0,2595491961.0,2105158.0,1065291808.0,97.4,1.31,0.52,0.68,0.08,31.1,99.44,0.38,0.18,0.0,,7.64,95.55,1.74,0.78,1.72,0.22,15.42,789578.52,749951.49,1213901.52,97364.25,97.17,1.23,0.54,0.94,0.12,2753431.52,17.46,28.68,1058411.0,85794.0,341802.0,1472308.0,8989318.0,228965.0,16241.0,591194.0,953092.0,99800.0,135916.0,4994083.0,5417335.0,1777142.0,6302.0,1,9.92,999999999.0,240.0,2.0,1,127.33,50000000.0,72.0,7.0,1,61.65,57000000.0,24.0,1,1,19.92,500.0,45.0,1,1,11900.0,76777.0,61.0,1,123.41,123.41,1,7234.0,12.0,1,0,6
00083,BANCO DEL CHUBUT S.A.,publico,345216329.0,1118594.0,7608998.0,-233425.0,301944.0,51469201.0,67371155.0,-3034264.0,,67367526.0,40683820.0,447648.0,9068713.0,2109293.0,1098546.0,13092616.0,13806.0,,171025786.0,,,230330670.0,,12137193.0,31598542.0,-93093469.0,-5049118.0,,,-41131706.0,6097550.0,-20548864.0,238198893.0,9675339.0,-325861.0,4027906.0,3327255.0,24979965.0,,,2899601.0,,29361122.0,144980713.0,-8038213.0,53947200.0,258599317.0,86617012.0,,,,8767773.0,59127741.0,184251693.0,6573060.0,-2030065.0,14779408.0,389081.0,73092440.0,19245857.0,-68961530.0,19245857.0,828353.0,74014316.0,279836.0,69828327.0,93.28,4.89,0.52,0.42,0.89,47.84,68.42,23.88,6.69,1.01,0.0,28.72,96.91,0.97,0.73,0.75,0.63,2.66,30411.0,16832.5,35590.67,2133.95,85.72,10.18,2.88,0.78,0.45,82834.17,21.41,36.71,100286.0,759.0,22466.0,7896.0,322572.0,37907.0,1070.0,30006.0,171919.0,1077.0,901.0,129372.0,365136.0,87210.0,740.0,0,10.47,180000000.0,180.0,1.0,1,118.0,40000000.0,60.0,6.0,1,55.55,0.0,4.0,1,1,28.08,1000.0,18.0,1,0,,,,0,111.01,111.01,0,2797.52,3.0,1,1,5
00086,BANCO DE SANTA CRUZ S.A.,publico,220447881.0,2263093.0,960221.0,-218806.0,8904609.0,34439603.0,35479957.0,-1439298.0,-29.0,121865428.0,3386582.0,732928.0,2580134.0,191726.0,284295.0,4888143.0,12397989.0,58509.0,31021692.0,1278030.0,126499515.0,141650435.0,,4407594.0,8382921.0,-96448879.0,-4821131.0,,,-23526160.0,89475.0,-13791594.0,170603672.0,8011618.0,-9241.0,1591128.0,4009302.0,16325555.0,,,11206430.0,,19712037.0,13493264.0,-7018914.0,114035683.0,169529054.0,50918827.0,,1717.0,265864.0,12648053.0,61328814.0,56567989.0,382342.0,-779489.0,15354436.0,80770.0,44591443.0,15438870.0,-23316039.0,15438870.0,5722067.0,39562774.0,86091.0,124143336.0,98.59,0.6,0.24,0.41,0.17,2.53,100.0,,,,,1.73,92.34,3.28,1.43,2.02,0.93,0.0,22103.23,33093.53,6750.47,947.8,98.41,0.68,0.28,0.44,0.19,61947.24,1.97,35.68,71348.0,149.0,24215.0,12980.0,161070.0,19795.0,299.0,14200.0,114642.0,4.0,3.0,68181.0,155801.0,36667.0,268.0,1,14.36,335970000.0,240.0,1.0,1,154.37,50000000.0,72.0,1.0,1,29.03,50000000.0,4.0,1,1,23.15,5000.0,4.0,1,0,19781.0,19781.0,1.0,1,111.08,111.08,0,9000.0,1.0,1,1,6
00093,BANCO DE LA PAMPA SA,publico,499070899.0,1717787.0,6685891.0,-4487658.0,1862427.0,75817568.0,114894456.0,-5234794.0,-18783.0,4879.0,23781825.0,,4391946.0,3014373.0,1712905.0,32553482.0,16834.0,1006.0,196295174.0,,41397627.0,317977887.0,,27199096.0,60555831.0,-227783553.0,-19432638.0,,,-60864661.0,3154051.0,-24466005.0,436715034.0,18381845.0,-856478.0,7928428.0,7198760.0,33686834.0,,,12712251.0,,42514204.0,139031276.0,-35210387.0,88554588.0,366583915.0,132486984.0,,221552.0,631980.0,17143354.0,126259392.0,348160446.0,120523.0,-4902574.0,24259107.0,1574963.0,94509273.0,15929259.0,-102040695.0,17592528.0,146.0,99382628.0,29073.0,172521700.0,96.54,1.76,0.49,1.02,0.19,26.51,100.0,0.0,0.0,,,24.73,96.46,1.54,0.84,0.79,0.37,0.58,3624.94,59904.75,44281.79,5951.3,96.62,1.61,0.61,0.89,0.26,107811.49,15.8,3.36,84774.0,4032.0,63450.0,73692.0,517394.0,75381.0,2000.0,60305.0,336192.0,429.0,33.0,240660.0,261825.0,202785.0,800.0,0,,,,,0,107.05,10000000.0,60.0,42.0,1,,,,0,0,21.94,1000.0,8.0,1,1,23000.0,70000.0,168.0,1,110.98,110.98,1,0.0,60.0,1,1,4
00094,BANCO DE CORRIENTES S.A.,publico,349573776.0,661926.0,4437656.0,-799976.0,1283048.0,51584027.0,58478533.0,-2330358.0,-6330.0,693.0,109573843.0,2121443.0,5925780.0,805867.0,440984.0,12820551.0,4332501.0,280967.0,137341235.0,,,185333941.0,-333257.0,14673024.0,29736937.0,-95513002.0,-16122585.0,,,-58919422.0,2631060.0,-11918898.0,275297517.0,23595242.0,-192985.0,4631091.0,3579748.0,26897477.0,,333257.0,21379705.0,,31136350.0,124710977.0,-14270335.0,185746453.0,233977684.0,115596092.0,,262683.0,28521.0,10306424.0,56997793.0,89551064.0,1573552.0,-1550431.0,36430457.0,338040.0,66841138.0,33827759.0,-79347019.0,57117559.0,1703.0,68389866.0,58182099.0,81599387.0,91.52,5.17,1.53,1.21,0.58,8.31,98.94,0.47,0.0,0.59,0.0,23.29,95.64,1.46,1.32,1.16,0.42,0.86,24114.53,24004.99,29937.83,1657.94,95.39,2.3,0.98,1.0,0.34,78057.35,10.08,30.89,328443.0,622.0,234649.0,27655.0,820352.0,166406.0,769.0,47559.0,78619.0,181.0,110.0,135880.0,474473.0,124905.0,826.0,1,10.36,9999999999.0,180.0,1.0,1,123.2,15000000.0,60.0,2.0,1,91.93,99999999.0,1.0,1,0,22.14,1500.0,6.0,1,0,12671.52,12671.52,1.0,1,136.07,136.07,0,6790.62,1.0,1,1,6
00097,BANCO PROVINCIA DEL NEUQUÉN SOCIEDA,publico,525929502.0,360117.0,4965260.0,-2440570.0,2493403.0,68002932.0,110581112.0,-3756016.0,-16389.0,265736953.0,15692718.0,3788267.0,1944847.0,1653123.0,1662017.0,18519077.0,,,252180267.0,,1747913.0,340853353.0,,7812760.0,89952620.0,-101578263.0,-8547166.0,,,-67762437.0,691177.0,-24328776.0,316757402.0,19228329.0,-303728.0,5554560.0,4478532.0,28673345.0,,,15288215.0,,34985016.0,268107809.0,-6411275.0,18108759.0,388517138.0,137412364.0,,32121.0,2168264.0,28641983.0,69913712.0,298648643.0,4868439.0,-2872535.0,37089911.0,1533961.0,82250191.0,26831252.0,-102046294.0,26831252.0,1120344.0,84758508.0,364218.0,39910216.0,98.11,0.48,0.29,0.39,0.72,39.27,100.0,,,,,24.7,94.22,2.97,1.33,1.04,0.45,3.32,6644.37,18754.5,68026.75,2953.47,95.41,2.26,1.03,0.83,0.47,93425.62,12.06,7.11,211914.0,3024.0,168772.0,11703.0,406318.0,93967.0,1076.0,38216.0,444175.0,464.0,360.0,254454.0,472097.0,235174.0,1142.0,1,3.56,150000000.0,240.0,12.0,1,26.83,25000000.0,72.0,42.0,1,,,,0,1,20.75,1000.0,13.0,1,1,10715.76,42437.12,146.0,1,127.42,0.0,1,4950.11,33.0,1,1,5
00131,BANK OF CHINA LIMITED SUCURSAL BUEN,extranjero,25584531.0,368468.0,,,,10956161.0,45234852.0,-5265.0,,12002953.0,12002953.0,,878880.0,,829.0,,,,12332366.0,,,11542807.0,,,6991175.0,-9078435.0,-7676.0,,,-3539007.0,,,18396418.0,99355.0,,149658.0,586646.0,2324235.0,,,2671063.0,,1800000.0,11803346.0,-2956707.0,,16549570.0,9034961.0,,,,,,18396418.0,,-1945.0,446757.0,11465.0,1947713.0,-7963537.0,-13767771.0,-36199891.0,,1949658.0,,3148192.0,,,,,,,100.0,,,,,,,,,,,,13952.61,,,13.41,100.0,,,,,13952.61,,100.0,,,,,31.0,,,,5.0,,,,,,35.0,0,,,,,0,,,,,0,,,,0,0,28.02,10000.0,1.0,1,0,,,,0,,,0,,,0,0,1
00143,BRUBANK S.A.U.,privado_nacional,71871322.0,361943.0,,,,44726592.0,30636983.0,-773794.0,,,3222254.0,,6459386.0,148460.0,110069.0,,,,30429031.0,3000000.0,3000000.0,57671231.0,,,18367282.0,-18209237.0,-8492925.0,,,-16276658.0,,1036361.0,44449359.0,4569074.0,,224083.0,1002070.0,3052802.0,,,3076027.0,,1622903.0,30756416.0,-3750111.0,719379.0,64145411.0,7725911.0,,79632.0,330092.0,2127250.0,11849928.0,43729980.0,,-284885.0,746626.0,15259.0,3689351.0,-2489226.0,-8982275.0,-22911072.0,,3974236.0,,11410686.0,100.0,0.0,0.0,0.0,,,,,,,,,90.25,2.3,2.3,3.58,1.58,0.02,,1650.84,3999.32,323.46,93.1,1.63,1.63,2.53,1.12,5650.16,0.01,70.78,6432.0,3627.0,492983.0,,5664608.0,,,77201.0,1245.0,,,17911.0,3156942.0,17392.0,318.0,1,12.68,250000000.0,360.0,20.0,1,349.05,16706000.0,48.0,6.0,1,,,,0,1,24.36,50.0,11.0,1,0,,,,0,154.28,154.28,0,6600.0,2.0,1,0,4
00147,BIBANK S.A.,privado_nacional,50730408.0,1052890.0,4165678.0,-10098.0,163452.0,3358494.0,9378841.0,-272258.0,-173.0,4283724.0,6477887.0,,5029733.0,360629.0,13728.0,10418515.0,,176117.0,59866987.0,753182.0,804252.0,20006292.0,,3053666.0,3087552.0,-24175631.0,-647990.0,,,-8863364.0,,-1204619.0,37660729.0,247379.0,-346614.0,365309.0,1206385.0,3380069.0,,,16652635.0,50164.0,70000.0,27111146.0,-9481056.0,19965221.0,40039341.0,10691067.0,,,,,3119734.0,17695508.0,42632.0,-172392.0,3006411.0,345.0,7168008.0,1362390.0,-1524260.0,1312226.0,,7340400.0,1902054.0,4111216.0,98.73,0.0,0.4,0.0,0.87,15.68,99.33,0.0,0.0,0.67,0.0,13.15,85.58,0.11,2.18,1.44,10.69,66.54,6469.35,1473.48,63.33,173.7,99.11,0.0,0.09,0.55,0.24,8006.17,14.04,80.8,,,,448.0,256.0,,77.0,49.0,225.0,,176.0,,,,105.0,0,,,,,0,,,,,0,,,,0,1,26.83,1000.0,13.0,1,0,,,,0,,,0,,,0,0,1
00165,"JPMORGAN CHASE BANK, NATIONAL ASSOC",extranjero,204551341.0,,,,675597.0,36647024.0,172016619.0,-314.0,,,,,13336539.0,,222.0,5382608.0,,191129506.0,194310293.0,7761440.0,,43279686.0,,,6834276.0,-26622894.0,-438566.0,,,-22622926.0,,-4067746.0,185420930.0,10272678.0,,,942527.0,7140323.0,,,2656627.0,,282254.0,173508096.0,-12252097.0,42682805.0,53503823.0,151047518.0,,,,,,142738125.0,,,2577944.0,427187.0,,-20969101.0,-162514321.0,-20969101.0,25273.0,43254413.0,,7618889.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,,38.0,68.0,,,,,,,,,,172.0,0,,,,,0,,,,,0,,,,0,0,21.0,20000000.0,1.0,1,0,,,,0,,,0,,,0,0,1
00191,BANCO CREDICOOP COOPERATIVO LIMITAD,privado_nacional,3194076484.0,4568491.0,16654956.0,-224653.0,5874794.0,631589660.0,897071227.0,-8728686.0,-63351.0,973671812.0,319974684.0,9006105.0,10227489.0,7304067.0,4822283.0,348290753.0,,32255701.0,7162287224.0,1905595.0,595238216.0,1957496860.0,,237722935.0,379536854.0,-1676973801.0,-9698340.0,,,-304965429.0,16512574.0,,2776321882.0,106626171.0,-19342734.0,37818031.0,52184778.0,63281330.0,,58806639.0,108982001.0,82297217.0,122000878.0,703384157.0,-149920911.0,396852208.0,2148558139.0,1045518345.0,58806639.0,49138.0,32553.0,14569072.0,786392401.0,2379469674.0,17992882.0,-7110018.0,145982874.0,18765395.0,438061087.0,230744335.0,-721436753.0,148447118.0,3829.0,443640590.0,1526686.0,1438578856.0,99.64,0.08,0.09,0.15,0.03,16.13,99.89,0.0,0.02,0.08,0.01,20.89,98.33,0.38,0.45,0.51,0.33,16.13,166405.05,215748.12,91338.05,7540.36,99.47,0.11,0.14,0.2,0.08,473491.22,17.8,35.14,279106.0,24446.0,230399.0,388400.0,3254836.0,364113.0,15202.0,175185.0,642664.0,1544.0,2218.0,1069677.0,1672927.0,642336.0,4570.0,1,13.24,200000000.0,240.0,48.0,1,112.98,50000000.0,60.0,10.0,1,151.94,20000000.0,6.0,1,1,21.34,0.0,65.0,1,1,23595.0,71995.0,20.0,1,129.55,129.55,1,0.0,9.0,1,1,6
00198,BANCO DE VALORES S.A.,privado_nacional,1071950135.0,217064.0,6212850.0,,82479.0,332891346.0,55130419.0,-958697.0,,38267656.0,5465970.0,,10818950.0,7780.0,70908.0,534216894.0,208995141.0,1678861.0,6489629658.0,,,982719167.0,,5025693.0,320523662.0,-313716896.0,-2228254.0,,,-20782900.0,22845.0,-8635586.0,405504820.0,7922719.0,-22217.0,181613.0,32211569.0,16924030.0,,4065806.0,8562114.0,1557848.0,39333681.0,665156047.0,-30501317.0,2513597.0,1008490486.0,63459649.0,4065806.0,,,,44065549.0,402991223.0,,-377564.0,3997963.0,285175.0,11726393.0,9887078.0,-59061099.0,8329230.0,683173.0,11420784.0,51.0,55361771.0,93.92,0.0,0.0,0.0,6.07,18.47,100.0,,,0.0,,0.01,100.0,0.0,,,,0.02,52904.03,887.44,485.3,798.95,99.9,0.0,0.0,0.0,0.1,54276.77,0.31,97.47,,,,1228.0,1961.0,,92.0,14.0,495.0,48.0,,,,,273.0,0,,,,,0,,,,,0,,,,0,0,,,,0,0,,,,0,,,0,,,0,0,0
00247,BANCO ROELA S.A.,privado_nacional,48181865.0,,153136.0,,251949.0,1538139.0,18942219.0,-123295.0,-1.0,,97238.0,,2037402.0,24187.0,29238.0,7591948.0,,18912.0,17444463.0,,,13459790.0,,2911.0,1174564.0,-5355317.0,-1287088.0,,,-6456502.0,1182.0,-5110719.0,39543594.0,5622286.0,-280.0,7937.0,248759.0,8119946.0,,,603947.0,,95220.0,13184774.0,-1792541.0,1471103.0,22380159.0,25801706.0,,146001.0,196476.0,457.0,3185748.0,38072491.0,,-18879.0,6446291.0,,241683.0,6638038.0,-20175091.0,6859487.0,,260562.0,126024.0,24699201.0,98.41,0.01,0.03,0.12,1.44,7.15,100.0,,,,,0.18,99.45,0.0,0.35,0.06,0.13,13.66,5231.2,1081.3,77.64,79.92,99.72,0.0,0.01,0.02,0.24,6390.14,1.52,81.86,3465.0,2137.0,,21127.0,8327.0,,433.0,944.0,1692.0,3.0,,900.0,7832.0,660.0,149.0,0,,,,,0,109.01,1500000.0,12.0,24.0,1,,,,0,0,19.56,1.0,12.0,1,0,,,,0,126.6,0.0,1,5358.73,6.0,1,1,3
00254,BANCO MARIVA S.A.,privado_nacional,200224235.0,340166.0,15691313.0,-122.0,3968835.0,65790561.0,28189991.0,-906954.0,,21622744.0,29121535.0,,1035017.0,34293.0,326926.0,4580179.0,,223851.0,435145795.0,9649519.0,9698427.0,76305582.0,,501667.0,25763600.0,-65412156.0,-591209.0,,,-13232109.0,,-10516222.0,126243220.0,2300239.0,-65106.0,2314778.0,2510868.0,19981109.0,,22898897.0,40491431.0,,1213155.0,108097452.0,-17163370.0,65205206.0,136795999.0,63428236.0,22898897.0,,2807.0,62.0,3156597.0,61038014.0,2363.0,-532942.0,6415838.0,15070.0,19125202.0,35238245.0,-18252900.0,35238245.0,34.0,19658110.0,,12579228.0,96.9,0.0,0.0,0.46,2.65,3.27,100.0,,,0.0,,5.24,85.32,,0.0,0.0,14.68,0.0,24995.05,11769.32,106.68,548.97,98.97,0.0,0.0,0.15,0.89,36871.05,4.6,67.79,255.0,9.0,,621.0,1801.0,,25.0,77.0,236.0,,6.0,,2111.0,,194.0,0,,,,,0,,,,,0,63.23,10000000.0,1.0,1,0,28.36,1000.0,6.0,1,0,,,,0,,,0,,,0,0,2
00266,BNP PARIBAS,extranjero,94111917.0,18639.0,4281.0,,7383.0,5497958.0,30996309.0,-8633.0,,1800300.0,61550709.0,,13715656.0,,12038.0,22545065.0,,55365283.0,234985939.0,51525492.0,66471211.0,28267561.0,,,14621329.0,-18044946.0,-488192.0,,,-16509443.0,,-3724206.0,54676941.0,9940200.0,,,48452.0,8141072.0,,,26380782.0,,25471.0,57838901.0,-4006054.0,18359261.0,63755682.0,30356235.0,,3.0,154.0,,150000.0,36317680.0,,,1098495.0,966113.0,3707404.0,4132615.0,-22355465.0,-640074.0,3703123.0,4281.0,,3104107.0,,,,,,,100.0,,,,,,100.0,,,,,,5808.11,,0.3,5.13,100.0,,,,,5808.41,,99.99,,,,76.0,75.0,,1.0,,1.0,,,,,,80.0,0,,,,,0,,,,,0,,,,0,0,,,,0,0,,,,0,,,0,,,0,0,0
