codigo_entidad,nombre_banco,tipo_entidad,A C T I V O,ACTIVOS INTANGIBLES,ADELANTOS,AJUSTES NIIF,BIENES DIVERSOS,CAJA DE AHORROS,"CAPITAL, APORTES, RESERVAS Y ORI ACUMULADO",CARGO POR INCOBRABILIDAD,COBROS NO APLICADOS,CONTINGENTES ACREEDORAS,CONTINGENTES DEUDORAS,CREDITO POR ARRENDAMIENTO FINANCIERO,CRÉDITOS DIVERSOS,CRÉDITOS IRRECUPERABLES EN PARTIDAS FUERA DEL BALANCE,CRÉDITOS RECUPERADOS Y PREVISIONES DESAFECTADAS,CUENTAS CORRIENTES,DE ACTIVIDAD FIDUCIARIA DEUDORAS,DE CONTROL ACREEDORAS,DE CONTROL DEUDORAS,DE DERIVADOS ACREEDORAS,DE DERIVADOS DEUDORAS,DEPÓSITOS,DETERIORO DE VALOR,"DOC A SOLA FIRMA, DESCONT. Y COMPRADOS",EFECTIVO Y DEPOSITO EN BANCOS,EGRESOS FINANCIEROS,EGRESOS POR SERVICIOS,EN ENTIDADES FINANCIERAS,FILIALES EN EL EXTERIOR,GASTOS DE ADMINISTRACIÓN,HIPOTECARIOS,IMPUESTO A LAS GANANCIAS,INGRESOS FINANCIEROS,INGRESOS POR SERVICIOS,INTERESES DOCUMENTADOS,INTERESES Y DIF. COTIZ. DEVENG. A COBRAR,INTERESES Y DIF. COTIZ. DEVENG. A PAGAR,OBLIGACIONES DIVERSAS,OBLIGACIONES SUBORDINADAS,OTRAS,OTRAS OBLIG.POR INTERMED. FINANC.,OTRO RESULTADO INTEGRAL,OTROS,OTROS CRED.POR INTERM.FINAN.,OTROS EGRESOS FINANCIEROS,OTROS INGRESOS FINANCIEROS,P A S I V O,P A T R I M O N I O N E T O,PART. EN OTRAS SOCIEDADES,PARTIDAS PEND. DE IMPUTACIÓN,PARTIDAS PENDIENTES DE IMPUTACIÓN,PERSONALES,PLAZO FIJO E INVERSIONES A PLAZO,POR INTERESES,PRENDARIOS,PREVISIONES,"PROPIEDAD, PLANTAS Y EQUIPO",PROVISIONES,PRÉSTAMOS,R D O S. I N T E G R A L E S A C U M. D E L P E R I O D O,RESULTADO MONETARIO,RESULTADOS NO ASIGNADOS,SECTOR FINANCIERO,SECTOR PRIVADO NO FINANCIERO Y RESIDENTES EN EL EXT.,SECTOR PÚBLICO NO FINANCIERO,TÍTULOS PÚBLICOS Y PRIVADOS,C.CAC.Sit.1: En situación normal (%),C.CAC.Sit.2: Riesgo bajo (%),C.CAC.Sit.3: Riesgo medio (%),C.CAC.Sit.4: Riesgo alto (%),C.CAC.Sit.5: Irrecuperable (%),C.CAC.TOTAL GARANTIZADO - Garantías Preferidas A y B (%),C.COM.Sit.1: En situación normal (%),C.COM.Sit.2: Con seguimiento especial (%),C.COM.Sit.3: Con problemas (%),C.COM.Sit.4: Con alto riesgo de insolvencia (%),C.COM.Sit.5: Irrecuperable (%),C.COM.TOTAL GARANTIZADO - Garantías Preferidas A y B (%),C.CON.Sit.1: En situación normal (%),C.CON.Sit.2: Riesgo bajo (%),C.CON.Sit.3: Riesgo medio (%),C.CON.Sit.4: Riesgo alto (%),C.CON.Sit.5: Irrecuperable (%),C.CON.TOTAL GARANTIZADO - Garantías Preferidas A y B (%),CARTERA COMERCIAL ($),CARTERA COMERCIAL ASIMILABLE A CONSUMO ($),CARTERA DE CONSUMO O VIVIENDA ($),Previsiones por riesgo de incobrabilidad constituídas,TF.Sit.1: En situación normal (%),TF.Sit.2: Con seguimiento especial/Riesgo bajo (%),TF.Sit.3: Con problemas/Riesgo medio (%),TF.Sit.4: Con alto riesgo de insolvencia/Riesgo alto (%),TF.Sit.5: Irrecuperable (%),TOTAL DE FINANCIACIONES Y GARANTIAS OTORGADAS ($),TOTAL GARANTIZADO - Garantías Preferidas A y B (%),Total cartera sobre financiaciones (%),Cantidad de Cuentas,Cantidad de Empresas,Cantidad de cajas de ahorro de ayuda social,Cantidad de cuentas corrientes,Cantidad de cuentas de ahorro,Cantidad de cuentas previsionales,Cantidad de operaciones a plazo fijo Empresas,Cantidad de operaciones a plazo fijo Individuos,Cantidad de operaciones por otros préstamos,Cantidad de operaciones por préstamos hipotecarios,Cantidad de operaciones por préstamos prendarios,Cantidad de tarjetas de crédito (plásticos),Cantidad de tarjetas de débito,Cantidad de titulares por tarjetas de crédito,Dotación de personal,hipoteca_uva,hipoteca_tea_max,hipoteca_monto_max,hipoteca_plazo_max,hipoteca_n_productos,ofrece_hipoteca,personal_tea_max,personal_monto_max,personal_plazo_max,personal_n_productos,ofrece_personal,prendario_tea_max,prendario_monto_max,prendario_n_productos,ofrece_prendario,pfijo_uva,pfijo_tea_min,pfijo_monto_min,pfijo_n_productos,ofrece_pfijo,paquete_tiene_premium,paquete_comision_min,paquete_comision_max,paquete_n_productos,ofrece_paquete,tarjeta_tea_financiacion,tarjeta_tea_adelanto,tarjeta_tiene_premium,tarjeta_comision_admin_min,tarjeta_n_productos,ofrece_tarjeta,caja_apertura_simplificada,n_productos_ofrecidos
00044,BANCO HIPOTECARIO S.A.,publico,2694106732.0,5483885.0,22744693.0,-4730609.0,13373404.0,251306293.0,400015107.0,-14435480.0,-26602.0,681041312.0,372392578.0,1160296.0,34336401.0,64892316.0,4436779.0,597116425.0,93486019.0,3587150.0,2474477380.0,6756842.0,4024195.0,1647480616.0,-7756849.0,13146054.0,245106694.0,-965819527.0,-32761456.0,15922709.0,,-208445712.0,39920655.0,-57035856.0,1520953925.0,69302859.0,-1236660.0,106791379.0,15408413.0,166753015.0,,112753099.0,389173998.0,,383328287.0,253668987.0,-87772674.0,789557067.0,2213605764.0,480500968.0,120918959.0,257812.0,443317.0,52565614.0,597583550.0,731396858.0,2743623.0,-14757418.0,83080261.0,9754818.0,603785839.0,80485861.0,-193586209.0,80485861.0,3294597.0,615246434.0,2226.0,1332934194.0,99.52,0.27,0.17,0.03,0.01,45.61,96.52,0.0,2.32,1.13,0.02,6.85,96.19,1.6,0.97,0.75,0.49,33.46,219413.08,28358.57,390368.01,14794.7,96.45,0.99,1.4,0.85,0.31,638139.66,24.85,34.38,70617.0,3919.0,53343.0,8434.0,776835.0,,469.0,52021.0,333400.0,8809.0,11.0,421350.0,1143871.0,339305.0,1484.0,1,13.24,250000000.0,180.0,6.0,1,16.08,100000000.0,72.0,5.0,1,,,,0,1,24.98,100.0,18.0,1,1,0.0,1787.17,12.0,1,172.36,172.36,1,10103.6,7.0,1,0,5
00045,BANCO DE SAN JUAN S.A.,publico,886318842.0,14363334.0,20699639.0,-6049826.0,30910288.0,152140626.0,180909186.0,-3915467.0,-651.0,177562711.0,57865299.0,8327058.0,46227048.0,834405.0,995746.0,19524999.0,43037069.0,3873948.0,247596863.0,5317500.0,163806414.0,626286329.0,,62696119.0,71639963.0,-195513043.0,-12420333.0,,,-85010175.0,5745822.0,3883685.0,405526327.0,20423429.0,-1770194.0,4652753.0,951188.0,32995039.0,,129060.0,27538354.0,,38436362.0,20536875.0,-24736414.0,209483229.0,687285799.0,199033043.0,129060.0,9190.0,,43622704.0,60974221.0,196043098.0,2649517.0,-2820346.0,52177492.0,466077.0,207765199.0,18105433.0,-90307109.0,18123857.0,7070506.0,170682245.0,32832794.0,434233335.0,99.27,0.21,0.33,0.09,0.1,11.31,100.0,0.0,0.0,0.0,0.0,3.17,95.88,2.28,0.9,0.85,0.09,0.08,166650.73,53548.35,76646.81,2927.35,98.8,0.63,0.29,0.24,0.04,296845.89,3.84,56.14,63090.0,678.0,109507.0,32853.0,490484.0,158262.0,165.0,13217.0,175806.0,30.0,64.0,118188.0,354701.0,106084.0,596.0,1,12.68,335970000.0,240.0,3.0,1,158.06,50000000.0,72.0,1.0,1,20.75,50000000.0,4.0,1,1,23.75,5000.0,6.0,1,0,33113.0,33113.0,1.0,1,108.9,108.9,0,10350.0,1.0,1,1,6
00065,BANCO MUNICIPAL DE ROSARIO,publico,321522482.0,7331928.0,4009514.0,1417311.0,1240193.0,58814052.0,75514363.0,-2157812.0,,153470132.0,88274925.0,1788063.0,6433045.0,671744.0,51056.0,15977153.0,,328115.0,90506450.0,,18690000.0,201622662.0,,18813298.0,50162517.0,-51154383.0,-12021172.0,,,-48678324.0,1998841.0,-3671764.0,143170179.0,16608793.0,-355174.0,4243286.0,838573.0,19539137.0,,814078.0,14501967.0,,29858879.0,17403330.0,-10219506.0,52724210.0,238023487.0,83498995.0,814078.0,,,48344364.0,64108685.0,90445969.0,666345.0,-2444649.0,19462569.0,2359721.0,106558570.0,7984632.0,-33532686.0,7984632.0,6017458.0,108996664.0,6555.0,110328189.0,98.99,0.63,0.16,0.07,0.15,6.52,100.0,,,,,29.15,94.19,2.69,1.8,0.89,0.43,1.16,6429.84,23410.78,89390.59,2492.39,95.44,2.14,1.38,0.68,0.35,119231.21,3.72,5.39,20975.0,353.0,41743.0,3224.0,283570.0,90795.0,12361.0,14009.0,151183.0,54.0,4741.0,151882.0,113989.0,63277.0,415.0,1,4.28,100000000.0,240.0,5.0,1,117.01,50000000.0,60.0,5.0,1,,,,0,0,28.08,1000.0,2.0,1,0,,,,0,123.2,123.2,0,14375.0,1.0,1,1,4
00072,BANCO SANTANDER ARGENTINA S.A.,extranjero,18416612350.0,376935846.0,441643096.0,3453808.0,91713619.0,7583797826.0,2491477878.0,-330490016.0,-604767.0,11521146010.0,3471150199.0,,694495690.0,75907065.0,15825924.0,1843907140.0,,240242405.0,20150120946.0,19000149.0,10328004.0,13228109816.0,,1269970723.0,4846072993.0,-2589306226.0,-433389595.0,,,-1346634137.0,97342489.0,-199673381.0,6390586473.0,956032185.0,-17010956.0,648221353.0,99886136.0,488781534.0,169269922.0,161418544.0,956426489.0,-131259544.0,3454777548.0,959829348.0,-975526530.0,2695461859.0,15001904535.0,3414707815.0,161418544.0,2389971.0,26068469.0,817160914.0,3395544204.0,3695124614.0,1096747637.0,-285907081.0,511160665.0,133248305.0,7557508022.0,790081200.0,-1235627706.0,923229937.0,28181471.0,7811701845.0,3531787.0,3215087652.0,97.15,1.39,0.44,0.95,0.08,38.39,99.52,0.14,0.29,0.05,,4.58,94.55,2.28,0.82,2.15,0.19,15.99,2555881.42,1999819.04,3655885.36,287496.32,96.73,1.4,0.56,1.2,0.11,8211585.82,17.89,31.13,1076881.0,94607.0,387484.0,1126869.0,10131998.0,265525.0,8562.0,311911.0,1019303.0,89997.0,135488.0,5003298.0,5929850.0,1873035.0,6058.0,1,9.92,999999999.0,240.0,2.0,1,127.33,50000000.0,72.0,7.0,1,61.65,57000000.0,24.0,1,1,19.92,500.0,45.0,1,1,11900.0,76777.0,61.0,1,123.41,123.41,1,7234.0,12.0,1,0,6
00083,BANCO DEL CHUBUT S.A.,publico,749478869.0,2144313.0,14486933.0,-691578.0,649237.0,136388925.0,180546839.0,-9519213.0,,304844061.0,109216858.0,630865.0,17975497.0,2647922.0,2396583.0,44580402.0,13087.0,,178592776.0,,,477201662.0,,45229526.0,60658447.0,-110880275.0,-10877097.0,,,-83766182.0,13125077.0,-14895344.0,365691772.0,17499839.0,-190464.0,6487527.0,2171933.0,27509032.0,,,21172545.0,,94864077.0,34614675.0,-22399499.0,90301391.0,526564340.0,222914529.0,,,,64295779.0,110300618.0,275390381.0,28613067.0,-7779049.0,34100860.0,681101.0,260498998.0,40970158.0,-115439565.0,42367690.0,1573651.0,266219944.0,484452.0,338205977.0,93.34,5.19,0.56,0.19,0.72,30.94,87.66,0.0,0.54,11.41,0.39,27.3,97.89,1.09,0.45,0.27,0.31,7.08,79502.21,55571.2,161340.1,8197.75,94.29,1.56,0.49,3.25,0.4,296413.51,16.98,26.82,97259.0,786.0,19128.0,8259.0,317010.0,37140.0,1111.0,22631.0,186624.0,885.0,1647.0,138180.0,338511.0,93165.0,750.0,0,10.47,180000000.0,180.0,1.0,1,118.0,40000000.0,60.0,6.0,1,55.55,0.0,4.0,1,1,28.08,1000.0,18.0,1,0,,,,0,111.01,111.01,0,2797.52,3.0,1,1,5
00086,BANCO DE SANTA CRUZ S.A.,publico,443406269.0,4753791.0,3910457.0,-727013.0,10660308.0,101832702.0,74951689.0,-3435332.0,-301.0,420239538.0,11260852.0,1842468.0,7808598.0,154313.0,394191.0,16388441.0,34579599.0,243670.0,31704150.0,4254000.0,101330442.0,307575775.0,,15226506.0,14937340.0,-141048203.0,-9264414.0,,,-52824062.0,370798.0,-1229427.0,247474403.0,17122606.0,-11475.0,3989351.0,991558.0,12369329.0,,,37903385.0,,62216894.0,23612648.0,-13775831.0,115367132.0,358486413.0,84919856.0,,126927.0,512909.0,66363734.0,63278384.0,132107271.0,313586.0,-2956029.0,30416590.0,125015.0,151387023.0,9968167.0,-35781244.0,9968167.0,2646417.0,151652537.0,44098.0,197860576.0,98.54,0.47,0.46,0.42,0.12,0.93,100.0,,,,,1.85,97.51,0.8,0.8,0.72,0.17,0.0,35568.95,80923.42,68291.88,3255.9,98.44,0.5,0.5,0.45,0.12,184784.24,0.76,19.25,70961.0,143.0,24385.0,13279.0,163238.0,20325.0,470.0,8212.0,124183.0,3.0,2.0,65734.0,159764.0,39411.0,265.0,1,14.36,335970000.0,240.0,1.0,1,154.37,50000000.0,72.0,1.0,1,29.03,50000000.0,4.0,1,1,23.15,5000.0,4.0,1,0,19781.0,19781.0,1.0,1,111.08,111.08,0,9000.0,1.0,1,1,6
00093,BANCO DE LA PAMPA SA,publico,1085317625.0,4658978.0,15472814.0,-10034250.0,3655002.0,181651364.0,284625921.0,-9655670.0,-58450.0,1493648.0,37915962.0,,23478448.0,3741456.0,3506833.0,88219911.0,22862.0,1006.0,106364138.0,,,683001364.0,,75166285.0,103553893.0,-226192033.0,-42369752.0,,,-108052733.0,5117958.0,-7320422.0,545185450.0,43087078.0,-672683.0,12944309.0,3682826.0,27732616.0,,,54724252.0,,130441855.0,54146015.0,-54598511.0,256825075.0,769506468.0,315811157.0,,861843.0,1143416.0,82115379.0,205555543.0,288360375.0,42765.0,-10527763.0,47035774.0,2904820.0,300034340.0,27002471.0,-162453158.0,31185236.0,5.0,310535982.0,26121.0,547893332.0,98.02,1.18,0.27,0.27,0.26,8.7,100.0,0.0,0.0,,,9.63,97.59,1.14,0.55,0.43,0.28,0.16,30254.28,172221.19,155400.07,14515.7,98.0,1.06,0.37,0.32,0.24,357875.54,5.07,8.45,83532.0,4061.0,61285.0,69612.0,515922.0,75302.0,2131.0,47112.0,328395.0,363.0,17.0,247675.0,248177.0,209514.0,763.0,0,,,,,0,107.05,10000000.0,60.0,42.0,1,,,,0,0,21.94,1000.0,8.0,1,1,23000.0,70000.0,168.0,1,110.98,110.98,1,0.0,60.0,1,1,4
00094,BANCO DE CORRIENTES S.A.,publico,844596590.0,1016941.0,17311921.0,-2568168.0,3506320.0,120669112.0,142077885.0,-5157235.0,-49378.0,693.0,258024707.0,3997596.0,100402572.0,1227027.0,191453.0,35052669.0,6836750.0,1245942.0,65293956.0,,,407064546.0,-707085.0,61814804.0,66459417.0,-89847590.0,-36067638.0,,,-107448614.0,4954747.0,-26272729.0,429623691.0,49672992.0,-180193.0,8507422.0,1990838.0,52008908.0,,707085.0,118462889.0,,90646986.0,79622234.0,-26988491.0,320732947.0,578558495.0,266038095.0,,1402636.0,200069.0,55077629.0,92069688.0,108890744.0,2647291.0,-5260421.0,76965538.0,822083.0,233639387.0,79553837.0,-109111438.0,123960210.0,1674.0,238163061.0,735073.0,277583949.0,92.85,3.52,1.38,1.1,1.16,5.54,99.76,0.0,0.0,0.24,0.0,8.09,96.41,1.36,1.07,0.81,0.35,2.03,56581.15,69762.26,130460.2,5465.34,96.18,1.65,0.92,0.76,0.49,256803.61,4.32,22.03,326491.0,674.0,213830.0,26737.0,819800.0,170518.0,564.0,32652.0,102969.0,205.0,70.0,142645.0,554157.0,130940.0,823.0,1,10.36,9999999999.0,180.0,1.0,1,123.2,15000000.0,60.0,2.0,1,91.93,99999999.0,1.0,1,0,22.14,1500.0,6.0,1,0,12671.52,12671.52,1.0,1,136.07,136.07,0,6790.62,1.0,1,1,6
00097,BANCO PROVINCIA DEL NEUQUÉN SOCIEDA,publico,1470999587.0,434210.0,9954421.0,-6443654.0,5221237.0,274089763.0,299234153.0,-7388239.0,-76928.0,596175956.0,47176517.0,17477903.0,11491473.0,2538060.0,1713191.0,77933871.0,7282588.0,,14436652.0,,22796032.0,961394044.0,,32619913.0,107323227.0,-168061030.0,-20039533.0,,,-133768854.0,1928618.0,-22976065.0,609864329.0,36852575.0,-353588.0,10558200.0,3269061.0,48547224.0,,,41090722.0,,83734160.0,61057081.0,-21390890.0,119505011.0,1069934430.0,401065157.0,,38697.0,9309346.0,116838784.0,138995637.0,490359318.0,8602370.0,-7284386.0,80778211.0,9593094.0,255270710.0,101831004.0,-180349452.0,101831004.0,1920439.0,257362296.0,5192800.0,931906838.0,98.62,0.75,0.21,0.2,0.22,42.62,100.0,,,,,12.92,91.43,4.69,2.14,1.38,0.35,3.64,28057.63,51050.71,211659.76,7511.1,93.52,3.55,1.59,1.04,0.29,290768.09,11.38,9.65,215543.0,2397.0,113902.0,12198.0,409365.0,89154.0,995.0,30151.0,427482.0,371.0,325.0,241991.0,479055.0,224998.0,1158.0,1,3.56,150000000.0,240.0,12.0,1,26.83,25000000.0,72.0,42.0,1,,,,0,1,20.75,1000.0,13.0,1,1,10715.76,42437.12,146.0,1,127.42,0.0,1,4950.11,33.0,1,1,5
00131,BANK OF CHINA LIMITED SUCURSAL BUEN,extranjero,25260770.0,764274.0,,,,9844120.0,98505054.0,,,16269619.0,16269619.0,,1121261.0,,22009.0,,,,,,,9964728.0,,,4831744.0,-5788079.0,-22161.0,,,-7081974.0,,,13138135.0,209538.0,,,120608.0,4632779.0,,,867486.0,,-220652.0,1103250.0,-1439155.0,5156.0,15489439.0,9771331.0,,,,,,13132979.0,,,1785535.0,24446.0,,-9903527.0,-10160343.0,-88733723.0,,9964728.0,,15654706.0,,,,,,,100.0,,,,,,,,,,,,16269.62,,,24.45,100.0,,,,,16269.62,,100.0,,,,,53.0,,,,,,,,,,34.0,0,,,,,0,,,,,0,,,,0,0,28.02,10000.0,1.0,1,0,,,,0,,,0,,,0,0,1
00143,BRUBANK S.A.U.,privado_nacional,204294617.0,3583177.0,,,,127672649.0,73465964.0,-2526520.0,,30.0,570409.0,,9224225.0,360776.0,406862.0,188.0,,,29905846.0,,,140256938.0,,,39932271.0,-19956431.0,-13900748.0,,,-30294101.0,,1867682.0,53143768.0,8650240.0,,2322133.0,429721.0,3497714.0,,,45506028.0,,13541876.0,46376242.0,-6413973.0,4791678.0,189967165.0,14327452.0,,41822.0,674182.0,24903937.0,11940819.0,48352090.0,,-1846565.0,1492914.0,32303.0,38921381.0,-9246527.0,-7375888.0,-59138512.0,,40767946.0,,64722585.0,100.0,0.0,0.0,0.0,,,,,,,,,86.42,5.18,5.31,2.92,0.17,0.0,,5917.07,40916.15,1985.78,88.13,4.53,4.64,2.55,0.15,46833.22,0.0,87.37,11080.0,6073.0,504404.0,,6476342.0,,,37264.0,3549.0,,,67124.0,3639305.0,64251.0,336.0,1,12.68,250000000.0,360.0,20.0,1,349.05,16706000.0,48.0,6.0,1,,,,0,1,24.36,50.0,11.0,1,0,,,,0,154.28,154.28,0,6600.0,2.0,1,0,4
00147,BIBANK S.A.,privado_nacional,121437801.0,2054784.0,16763093.0,-14233.0,272226.0,2101119.0,26272003.0,-268929.0,-60.0,12115642.0,19722028.0,,19927216.0,452236.0,79226.0,16617985.0,,332038.0,68923272.0,7739448.0,4167475.0,59138391.0,,9243149.0,4296431.0,-31090926.0,-1097677.0,,,-14121709.0,,2576011.0,46608966.0,415517.0,-346529.0,502701.0,801626.0,2729818.0,,,32271684.0,-9503.0,8428389.0,34005022.0,-12412328.0,18399932.0,94139922.0,27297879.0,,,,2020.0,27517645.0,28209034.0,3668.0,-318075.0,6817550.0,29.0,25835734.0,1016373.0,-3702446.0,1025876.0,,26153809.0,3671627.0,28228838.0,98.77,0.0,0.0,1.23,0.0,0.0,99.85,0.0,0.0,0.02,0.13,7.9,74.4,0.0,0.0,0.0,25.6,20.81,25978.09,2698.78,10.33,318.69,99.74,0.0,0.0,0.14,0.13,28687.19,7.16,90.56,,,,444.0,259.0,,103.0,11.0,284.0,,15.0,,,,112.0,0,,,,,0,,,,,0,,,,0,1,26.83,1000.0,13.0,1,0,,,,0,,,0,,,0,0,1
00165,"JPMORGAN CHASE BANK, NATIONAL ASSOC",extranjero,475868442.0,,66426778.0,,1471204.0,105210451.0,340661458.0,-2419.0,,73222.0,,,11546206.0,,108.0,9013655.0,,,4285321.0,35941325.0,18196780.0,115414699.0,,,15850724.0,-31748524.0,-728557.0,,,-50911070.0,,-21390456.0,296681340.0,25573917.0,,156444.0,1127203.0,14548245.0,,,2575113.0,,34477.0,15218669.0,-13493966.0,177894295.0,133166708.0,342701734.0,,,,,,118787045.0,,-2121.0,4664090.0,628651.0,66581101.0,2040276.0,-217495822.0,2040276.0,28913.0,66583222.0,,360536448.0,,,,,,,100.0,,,,,,,,,,,,66583.22,,,2.12,100.0,,,,,66583.22,,100.0,,,,38.0,71.0,,,,4.0,,,,,,173.0,0,,,,,0,,,,,0,,,,0,0,21.0,20000000.0,1.0,1,0,,,,0,,,0,,,0,0,1
00191,BANCO CREDICOOP COOPERATIVO LIMITAD,privado_nacional,7590623588.0,11089119.0,50992566.0,-2261247.0,11464496.0,1315013275.0,2130925596.0,-24555336.0,-131954.0,2946828809.0,1148820888.0,18837264.0,30329615.0,9567593.0,18021495.0,811182971.0,,94200451.0,2910777982.0,,,4660565276.0,,1005861497.0,986175214.0,-1401722194.0,-19580008.0,,,-634021972.0,26531234.0,,3743905136.0,203333604.0,-34413245.0,73555378.0,53652642.0,96187930.0,,122199437.0,203327893.0,-28405606.0,339297675.0,335440384.0,-188877120.0,134001967.0,4994522686.0,2596100902.0,122199437.0,146795.0,102304.0,82640561.0,2230278691.0,3609903169.0,40719848.0,-27243125.0,314161351.0,34339283.0,1556719356.0,436769700.0,-1398608889.0,465175306.0,3965.0,1582792313.0,1166203.0,4204060557.0,99.82,0.07,0.04,0.06,0.02,12.41,99.98,0.0,0.0,0.02,0.0,12.37,98.12,0.66,0.47,0.52,0.23,13.23,532606.89,810973.68,305977.0,27891.08,99.56,0.16,0.1,0.13,0.05,1649557.56,12.55,32.29,283587.0,28240.0,65542.0,411052.0,3420673.0,372146.0,9794.0,123227.0,705373.0,844.0,1948.0,1092390.0,1390809.0,661566.0,4590.0,1,13.24,200000000.0,240.0,48.0,1,112.98,50000000.0,60.0,10.0,1,151.94,20000000.0,6.0,1,1,21.34,0.0,65.0,1,1,23595.0,71995.0,20.0,1,129.55,129.55,1,0.0,9.0,1,1,6
00198,BANCO DE VALORES S.A.,privado_nacional,1330038455.0,437958.0,31404076.0,,179609.0,598522040.0,115115686.0,-3323335.0,,144813363.0,36181556.0,,14967584.0,42731.0,491775.0,350100881.0,562812072.0,8788281.0,7932496709.0,1080500.0,,1126318095.0,,36838511.0,517271404.0,-340584455.0,-3848168.0,,,-44423337.0,,-8705567.0,494992368.0,15964493.0,-10669.0,921533.0,12084228.0,22865898.0,,6146367.0,43038981.0,-2486064.0,42006859.0,48688915.0,-39700501.0,58158264.0,1193742574.0,136295881.0,6146367.0,,,,99419241.0,436834104.0,,-2218564.0,8733821.0,1519600.0,212369309.0,18694131.0,-87015188.0,21180195.0,103427563.0,111160310.0,,521243488.0,99.98,0.01,0.01,0.0,0.0,2.4,100.0,,,0.0,,0.0,100.0,0.0,,,,0.0,318443.19,2150.22,880.33,3408.15,100.0,0.0,0.0,0.0,0.0,321473.73,0.02,99.06,,,,1528.0,2102.0,,66.0,15.0,1046.0,42.0,,,,,251.0,0,,,,,0,,,,,0,,,,0,0,,,,0,0,,,,0,,,0,,,0,0,0
00247,BANCO ROELA S.A.,privado_nacional,109243044.0,,684143.0,,512615.0,2504743.0,50183989.0,-287427.0,,,329409.0,,8133203.0,26343.0,60027.0,28662314.0,,38164.0,17953632.0,,,35492860.0,,,1372047.0,-5285555.0,-1518283.0,,,-12994600.0,220862.0,-1216007.0,50660394.0,13281675.0,,35366.0,45357.0,12530690.0,,,1868568.0,,643602.0,2493397.0,-2612234.0,26394362.0,50617411.0,58625633.0,,522489.0,725293.0,2330.0,3614249.0,24266032.0,72260.0,-38159.0,13706206.0,,1620404.0,8441644.0,-31162087.0,8441644.0,,1658563.0,365382.0,80882683.0,99.51,0.11,0.05,0.08,0.25,4.26,100.0,,,,,0.09,99.24,0.21,0.04,0.09,0.42,12.92,19698.93,6804.72,170.77,288.07,99.87,0.03,0.01,0.02,0.07,26674.41,1.23,73.85,3475.0,2145.0,,22578.0,7861.0,,289.0,699.0,1609.0,12.0,6.0,766.0,8977.0,556.0,189.0,0,,,,,0,109.01,1500000.0,12.0,24.0,1,,,,0,0,19.56,1.0,12.0,1,0,,,,0,126.6,0.0,1,5358.73,6.0,1,1,3
00254,BANCO MARIVA S.A.,privado_nacional,521661561.0,1490704.0,72665932.0,-30112.0,8625984.0,154502230.0,116580006.0,-1535694.0,,20480059.0,38065925.0,,41566710.0,33483.0,316027.0,23076717.0,,564849.0,1615790902.0,22195055.0,4186376.0,208299568.0,,638263.0,28737412.0,-97019886.0,-1994720.0,,,-29885876.0,,4902072.0,165386074.0,4490255.0,-19084.0,3369283.0,3988137.0,14928642.0,,60249501.0,164965095.0,,27733883.0,94419408.0,-56100847.0,93193596.0,388194312.0,133467249.0,60249501.0,,,17212.0,26621340.0,72192478.0,2363.0,-1582603.0,14497051.0,1007.0,112857387.0,16887243.0,-50262434.0,16887243.0,10062250.0,104377740.0,,159217404.0,96.1,0.0,0.0,0.0,3.9,1.82,100.0,,,0.0,,1.01,83.46,,0.0,0.01,16.53,0.0,116093.77,13565.21,101.0,1596.16,99.58,0.0,0.0,0.0,0.42,129759.98,1.09,89.47,205.0,8.0,,617.0,1618.0,,156.0,98.0,281.0,,6.0,,1040.0,,196.0,0,,,,,0,,,,,0,63.23,10000000.0,1.0,1,0,28.36,1000.0,6.0,1,0,,,,0,,,0,,,0,0,2
00266,BNP PARIBAS,extranjero,140150760.0,144319.0,3640581.0,,,1698104.0,67520078.0,-7803.0,,274945.0,64196412.0,,40990578.0,,8526.0,16933733.0,,63463483.0,253630986.0,174688641.0,167082037.0,45222653.0,,,7228986.0,-24056275.0,-993768.0,,,-29153789.0,,-5933514.0,99382540.0,14730686.0,,,553644.0,14460993.0,,,1634323.0,21393.0,34252.0,49650693.0,-5668103.0,57088788.0,61436777.0,78713983.0,,4.0,,,26000000.0,42293752.0,,,1971341.0,118808.0,21693163.0,12609136.0,-43263428.0,11193905.0,18052582.0,3640581.0,,18471676.0,,,,,,,100.0,,,,,,100.0,,,,,,22172.9,,0.3,7.0,100.0,,,,,22173.2,,100.0,,,,69.0,71.0,,2.0,,1.0,,,,,,81.0,0,,,,,0,,,,,0,,,,0,0,,,,0,0,,,,0,,,0,,,0,0,0
